Source_Sheet,Source_Excel_Row,RSSI_dBm,Link_Mbps,UTIL_percent,RTT_ms,PacketLoss_percent,Upload_Mbps,Download_Mbps,Actual_Mbps,Is_Congested,State,Environment,RSSI_Score_0_100,GA_Normalized_RTT,GA_Normalized_UTIL,GA_Congestion_Score_0_100,GA_Hybrid_Score_0_100,APQI_raw,APQI_Qualified,APQI_Score_0_100
NATURAL_1H_R1,13,-80,960.75,14,4,0.0,10.2683,5.8557,16.124,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.896551724137931,94.83503115584939,32.075471698113205,1.9478243156688804,True,19.49052516623693
NATURAL_1H_R1,14,-80,960.75,23,6,0.0,10.0436,6.6943,16.7379,False,정상,RSSI 변화 환경,32.075471698113205,0.9714285714285714,0.7931034482758621,89.67006231169877,32.075471698113205,1.5264869835031805,True,12.593259899024577
NATURAL_1H_R1,15,-80,960.75,29,5,0.0,13.389,8.364,21.753,False,정상,RSSI 변화 환경,32.075471698113205,0.9785714285714285,0.7241379310344828,87.19499222097353,32.075471698113205,1.3335475420359253,True,9.434853542134034
NATURAL_1H_R1,16,-82,960.75,25,8,0.0,9.2179,7.3166,16.5345,False,정상,RSSI 변화 환경,28.30188679245283,0.9571428571428572,0.7701149425287357,87.87679647608188,28.30188679245283,1.3279158117643048,True,9.342662476611551
NATURAL_1H_R1,17,-81,960.75,16,6,0.0,12.5357,6.6813,19.217,False,정상,RSSI 변화 환경,30.18867924528302,0.9714285714285714,0.8735632183908046,93.04176532023247,30.18867924528302,1.7141712960667057,True,15.665640130776598
NATURAL_1H_R1,18,-81,960.75,20,21,0.0,10.0369,5.2141,15.251,False,정상,RSSI 변화 환경,30.18867924528302,0.8642857142857143,0.8275862068965517,84.89066199508717,30.18867924528302,1.5256406371912847,True,12.579405263853594
NATURAL_1H_R1,19,-81,960.75,15,5,0.0,6.4851,7.3382,13.8233,False,정상,RSSI 변화 환경,30.18867924528302,0.9785714285714285,0.8850574712643678,93.93839823804093,30.18867924528302,1.780536006076343,True,16.752026202870674
NATURAL_1H_R1,20,-81,960.75,12,4,0.0,4.4011,7.7419,12.143,False,정상,RSSI 변화 환경,30.18867924528302,0.9857142857142858,0.9195402298850575,95.7983748725733,30.18867924528302,1.9568730637945277,True,19.63865259619426
NATURAL_1H_R1,21,-80,960.75,19,3,0.0,6.7025,4.7976,11.5001,False,정상,RSSI 변화 환경,32.075471698113205,0.9928571428571429,0.8390804597701149,92.84163292348612,32.075471698113205,1.644901079433784,True,14.531691100485991
NATURAL_1H_R1,22,-81,960.75,19,3,0.0,7.9521,5.8633,13.8154,False,정상,RSSI 변화 환경,30.18867924528302,0.9928571428571429,0.8390804597701149,92.84163292348612,30.18867924528302,1.6117063824559494,True,13.988296027127486
NATURAL_1H_R1,23,-97,960.75,37,6,0.0,6.0704,4.5778,10.6482,False,정상,RSSI 변화 환경,0.0,0.9714285714285714,0.632183908045977,82.92665629463139,0.0,-0.04968376697081334,False,0.0
NATURAL_1H_R1,24,-80,960.75,14,4,0.0,7.7435,8.774,16.5175,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.896551724137931,94.83503115584939,32.075471698113205,1.3707629260056498,False,0.0
NATURAL_1H_R1,25,-81,960.75,11,4,0.0,14.01,11.2918,25.3018,False,정상,RSSI 변화 환경,30.18867924528302,0.9857142857142858,0.9310344827586207,96.28004673093527,30.18867924528302,1.8166906031563594,False,0.0
NATURAL_1H_R1,26,-80,960.75,23,4,0.0,9.6264,4.5956,14.222000000000001,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.7931034482758621,90.49998443059178,32.075471698113205,1.3521491034315087,True,9.739359916326434
NATURAL_1H_R1,27,-80,960.75,17,4,0.0,9.4196,6.0781,15.497700000000002,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.8620689655172413,93.39001558076352,32.075471698113205,1.7162917685561991,True,15.700352130249055
NATURAL_1H_R1,28,-81,960.75,16,6,0.0,15.0614,5.4291,20.4905,False,정상,RSSI 변화 환경,30.18867924528302,0.9714285714285714,0.8735632183908046,93.04176532023247,30.18867924528302,1.7362387008732834,True,16.026882140658753
NATURAL_1H_R1,29,-80,960.75,27,5,0.0,7.9507,6.6695,14.6202,False,정상,RSSI 변화 환경,32.075471698113205,0.9785714285714285,0.7471264367816092,88.15833593769744,32.075471698113205,1.3414534326083154,True,9.564272466801937
NATURAL_1H_R1,30,-80,960.75,17,4,0.0,17.5498,8.3829,25.9327,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.8620689655172413,93.39001558076352,32.075471698113205,1.778708355369501,True,16.72210767731277
NATURAL_1H_R1,31,-80,960.75,13,4,0.0,12.5695,8.1606,20.7301,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.9080459770114943,95.31670301421134,32.075471698113205,2.0217802873334603,True,20.70117970767795
NATURAL_1H_R1,32,-80,960.75,12,4,0.0,8.3745,5.2258,13.600299999999999,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.9195402298850575,95.7983748725733,32.075471698113205,2.0828737480952926,True,21.701275765628665
NATURAL_1H_R1,33,-81,960.75,16,4,0.0,8.5954,7.5245,16.1199,False,정상,RSSI 변화 환경,30.18867924528302,0.9857142857142858,0.8735632183908046,93.87168743912548,30.18867924528302,1.777909157348263,True,16.709024856654143
NATURAL_1H_R1,34,-93,960.75,19,5,0.0,9.2099,7.9434,17.153299999999998,False,정상,RSSI 변화 환경,7.547169811320755,0.9785714285714285,0.8390804597701149,92.01171080459311,7.547169811320755,0.8127245298093007,False,0.0
NATURAL_1H_R1,35,-80,960.75,27,6,0.0,9.8298,6.0679,15.8977,False,정상,RSSI 변화 환경,32.075471698113205,0.9714285714285714,0.7471264367816092,87.74337487825095,32.075471698113205,0.9479194959072472,False,0.0
NATURAL_1H_R1,36,-80,960.75,27,5,0.0,17.1709,8.1616,25.3325,False,정상,RSSI 변화 환경,32.075471698113205,0.9785714285714285,0.7471264367816092,88.15833593769744,32.075471698113205,1.172585565773323,True,6.79991625207378
NATURAL_1H_R1,37,-81,960.75,16,4,0.0,10.8847,7.1092,17.9939,False,정상,RSSI 변화 환경,30.18867924528302,0.9857142857142858,0.8735632183908046,93.87168743912548,30.18867924528302,1.6690635101046678,True,14.927228550208515
NATURAL_1H_R1,38,-85,960.75,12,5,0.0,9.8404,12.7616,22.602,False,정상,RSSI 변화 환경,22.641509433962266,0.9785714285714285,0.9195402298850575,95.3834138131268,22.641509433962266,1.6682699155700491,False,0.0
NATURAL_1H_R1,39,-82,960.75,13,3,0.0,8.7824,8.1484,16.9308,False,정상,RSSI 변화 환경,28.30188679245283,0.9928571428571429,0.9080459770114943,95.73166407365784,28.30188679245283,1.692063410343671,False,0.0
NATURAL_1H_R1,40,-80,960.75,14,5,0.0,7.9589,8.1532,16.112099999999998,False,정상,RSSI 변화 환경,32.075471698113205,0.9785714285714285,0.896551724137931,94.42007009640288,32.075471698113205,1.7885780949671368,True,16.883674685328174
NATURAL_1H_R1,41,-80,960.75,19,3,0.0,14.6618,4.5862,19.247999999999998,False,정상,RSSI 변화 환경,32.075471698113205,0.9928571428571429,0.8390804597701149,92.84163292348612,32.075471698113205,1.6254722023367196,True,14.213641621001894
NATURAL_1H_R1,42,-81,960.75,16,4,0.0,11.3116,7.1237,18.4353,False,정상,RSSI 변화 환경,30.18867924528302,0.9857142857142858,0.8735632183908046,93.87168743912548,30.18867924528302,1.738438241569261,True,16.06288848163074
NATURAL_1H_R1,43,-82,960.75,13,4,0.0,5.6429,4.3826,10.025500000000001,False,정상,RSSI 변화 환경,28.30188679245283,0.9857142857142858,0.9080459770114943,95.31670301421134,28.30188679245283,1.8481542816126397,True,17.858933062721107
NATURAL_1H_R1,44,-81,960.75,20,6,0.0,5.8637,5.4382,11.3019,False,정상,RSSI 변화 환경,30.18867924528302,0.9714285714285714,0.8275862068965517,91.11507788678465,30.18867924528302,1.4986847643863628,True,12.138139344479367
NATURAL_1H_R1,45,-80,960.75,22,9,0.0,12.3488,9.2084,21.5572,False,정상,RSSI 변화 환경,32.075471698113205,0.95,0.8045977011494253,88.90685099172124,32.075471698113205,1.4978401864032191,True,12.124313656737321
NATURAL_1H_R1,46,-80,960.75,54,7,0.0,5.8573,5.8535,11.7108,False,정상,RSSI 변화 환경,32.075471698113205,0.9642857142857143,0.4367816091954023,74.32327364303163,32.075471698113205,0.7571950506051406,True,0.0
NATURAL_1H_R1,47,-80,960.75,29,4,0.0,10.0482,6.4901,16.5383,False,정상,RSSI 변화 환경,32.075471698113205,0.9857142857142858,0.7241379310344828,87.60995328042004,32.075471698113205,1.3166659978118025,True,9.158503739387001
NATURAL_1H_R1,48,-82,960.75,42,10,0.0,8.3628,8.1736,16.5364,False,정상,RSSI 변화 환경,28.30188679245283,0.9428571428571428,0.5747126436781609,78.85845276503561,28.30188679245283,0.8745948478115555,True,1.921827196008193
NATURAL_1H_R1,49,-80,960.75,29,5,0.0,4.8107,4.8025,9.613199999999999,False,정상,RSSI 변화 환경,32.075471698113205,0.9785714285714285,0.7241379310344828,87.19499222097353,32.075471698113205,1.265248655301902,True,8.316805120365917
NATURAL_1H_R1,50,-81,960.75,40,5,0.0,6.9007,6.0628,12.9635,False,정상,RSSI 변화 환경,30.18867924528302,0.9785714285714285,0.5977011494252873,81.89660177899201,30.18867924528302,0.9567497251121443,True,3.2666973000287856
NATURAL_1H_R1,51,-79,960.75,15,3,0.0,15.2632,6.6857,21.9489,False,정상,RSSI 변화 환경,33.9622641509434,0.9928571428571429,0.8850574712643678,94.76832035693394,33.9622641509434,1.928967673832268,True,19.181843141486322
NATURAL_1H_R1,52,-80,960.75,13,7,0.0,11.3278,7.334,18.6618,False,정상,RSSI 변화 환경,32.075471698113205,0.9642857142857143,0.9080459770114943,94.07181983587185,32.075471698113205,2.0434087741872893,True,21.05523665865472
NATURAL_1H_R1,53,-81,960.75,25,3,0.0,10.0268,4.6055,14.6323,False,정상,RSSI 변화 환경,30.18867924528302,0.9928571428571429,0.7701149425287357,89.95160177331438,30.18867924528302,1.399767215856585,True,10.518865381060632
NATURAL_1H_R1,54,-78,960.75,22,6,0.0,10.2555,7.7507,18.0062,False,정상,RSSI 변화 환경,35.84905660377358,0.9714285714285714,0.8045977011494253,90.15173417006073,35.84905660377358,1.6795309333423756,True,15.098579601309444
NATURAL_1H_R1,55,-80,960.75,28,19,0.0,4.3843,9.0212,13.4055,False,정상,RSSI 변화 환경,32.075471698113205,0.8785714285714286,0.735632183908046,81.86720924708452,32.075471698113205,1.4233068264388107,True,10.90420730563673
NATURAL_1H_R1,56,-79,960.75,12,9,0.0,10.4491,7.7567,18.2058,False,정상,RSSI 변화 환경,33.9622641509434,0.95,0.9195402298850575,93.7235695753408,33.9622641509434,2.181681479589584,True,23.318752031177343
NATURAL_1H_R1,57,-79,960.75,20,11,0.0,12.1423,8.9983,21.1406,False,정상,RSSI 변화 환경,33.9622641509434,0.9357142857142857,0.8275862068965517,89.04027258955216,33.9622641509434,1.7712661444788567,True,16.600279159475374
NATURAL_1H_R1,58,-79,960.75,24,5,0.0,14.2034,10.2573,24.460700000000003,False,정상,RSSI 변화 환경,33.9622641509434,0.9785714285714285,0.7816091954022988,89.60335151278332,33.9622641509434,1.6265399890440444,True,14.231121221329179
OPEN2_1H_R1,2,-53,1201.0,38,5,0.0,54.3944,103.2158,157.6102,False,정상,RSSI 변화 환경,83.01886792452831,0.9785714285714285,0.6206896551724138,82.85994549571592,83.01886792452831,4.690100946872377,True,64.38141879834824
OPEN2_1H_R1,3,-53,1201.0,46,7,0.0,52.1676,109.4258,161.5934,False,정상,RSSI 변화 환경,83.01886792452831,0.9642857142857143,0.5287356321839081,78.17664850992728,83.01886792452831,4.5278298204346115,True,61.72505080337915
OPEN2_1H_R1,4,-51,1201.0,50,10,0.0,49.5664,74.2384,123.8048,False,정상,RSSI 변화 환경,86.79245283018868,0.9428571428571428,0.48275862068965514,75.00507789813996,86.79245283018868,4.582925775980148,True,62.62696808328126
OPEN2_1H_R1,5,-57,1201.0,23,7,0.0,38.9041,96.0385,134.9426,False,정상,RSSI 변화 환경,75.47169811320755,0.9642857142857143,0.7931034482758621,89.25510125225229,75.47169811320755,4.921147136874307,True,68.16363019943847
OPEN2_1H_R1,6,-52,1201.0,36,16,0.0,54.8919,55.8715,110.76339999999999,False,정상,RSSI 변화 환경,84.90566037735849,0.9,0.6436781609195402,79.25871755852836,84.90566037735849,4.702692197601573,True,64.5875367700904
OPEN2_1H_R1,7,-55,1201.0,40,5,0.0,47.6736,110.0954,157.769,False,정상,RSSI 변화 환경,79.24528301886792,0.9785714285714285,0.5977011494252873,81.89660177899201,79.24528301886792,4.497106682731826,True,61.22211499779079
OPEN2_1H_R1,8,-52,1201.0,80,14,0.0,60.8288,99.2995,160.1283,True,혼잡,RSSI 변화 환경,84.90566037735849,0.9142857142857143,0.13793103448275867,58.89507790949527,58.89507790949527,4.038288626764538,False,0.0
OPEN2_1H_R1,9,-54,1201.0,82,16,0.0,42.2679,83.4271,125.695,True,혼잡,RSSI 변화 환경,81.13207547169812,0.9,0.11494252873563215,57.10181207387836,57.10181207387836,3.955042200919768,False,0.0
OPEN2_1H_R1,10,-55,1201.0,55,8,0.0,103.3804,75.447,178.8274,False,정상,RSSI 변화 환경,79.24528301886792,0.9571428571428572,0.4252873563218391,73.42664072522318,79.24528301886792,4.204306232214002,True,56.42899028890195
OPEN2_1H_R1,11,-53,1201.0,21,4,0.0,68.7764,107.1874,175.9638,False,정상,RSSI 변화 환경,83.01886792452831,0.9857142857142858,0.8160919540229885,91.46332814731569,83.01886792452831,5.1130298459847365,True,71.30473791501468
OPEN2_1H_R1,12,-56,1201.0,42,5,0.0,86.0429,79.2102,165.25310000000002,False,정상,RSSI 변화 환경,77.35849056603774,0.9785714285714285,0.5747126436781609,80.9332580622681,77.35849056603774,4.363809622199806,True,59.0400506145962
OPEN2_1H_R1,13,-54,1201.0,38,5,0.0,4.583,87.2633,91.8463,False,정상,RSSI 변화 환경,81.13207547169812,0.9785714285714285,0.6206896551724138,82.85994549571592,81.13207547169812,4.50298296590255,True,61.3183093786813
OPEN2_1H_R1,14,-56,1201.0,25,4,0.0,80.3022,87.6639,167.96609999999998,False,정상,RSSI 변화 환경,77.35849056603774,0.9857142857142858,0.7701149425287357,89.53664071386788,77.35849056603774,4.7571739760064995,True,65.47940000935463
OPEN2_1H_R1,15,-53,1201.0,21,11,0.0,99.0845,42.7644,141.84890000000001,False,정상,RSSI 변화 환경,83.01886792452831,0.9357142857142857,0.8160919540229885,88.5586007311902,83.01886792452831,5.0506788127974955,True,70.28405547663053
OPEN2_1H_R1,16,-55,1201.0,47,6,0.0,126.7305,44.228,170.95850000000002,False,정상,RSSI 변화 환경,79.24528301886792,0.9714285714285714,0.5172413793103448,78.10993771101181,79.24528301886792,4.2998185019795105,True,57.99252005603681
OPEN2_1H_R1,17,-52,1201.0,61,11,0.0,158.4127,64.1851,222.5978,True,혼잡,RSSI 변화 환경,84.90566037735849,0.9357142857142857,0.3563218390804598,69.29172639671194,69.29172639671194,4.242197986345035,True,57.04927588841997
OPEN2_1H_R1,18,-52,1201.0,32,5,0.0,46.9153,73.5567,120.47200000000001,False,정상,RSSI 변화 환경,84.90566037735849,0.9785714285714285,0.6896551724137931,85.74997664588767,84.90566037735849,4.883651344050417,True,67.54982646127577
OPEN2_1H_R1,19,-54,1201.0,29,7,0.0,116.2395,105.0953,221.3348,False,정상,RSSI 변화 환경,81.13207547169812,0.9642857142857143,0.7241379310344828,86.36507010208054,81.13207547169812,4.882005018227844,True,67.52287621251385
OPEN2_1H_R1,20,-55,1201.0,26,5,0.0,140.1645,85.1217,225.2862,False,정상,RSSI 변화 환경,79.24528301886792,0.9785714285714285,0.7586206896551724,88.64000779605941,79.24528301886792,4.869349249484368,True,67.31570208499097
OPEN2_1H_R1,21,-51,1201.0,18,5,0.0,36.8756,99.1482,136.0238,False,정상,RSSI 변화 환경,86.79245283018868,0.9785714285714285,0.8505747126436781,92.49338266295506,86.79245283018868,5.391757136803333,True,75.86748589679394
OPEN2_1H_R1,22,-52,1201.0,29,7,0.0,28.2374,87.8307,116.06809999999999,False,정상,RSSI 변화 환경,84.90566037735849,0.9642857142857143,0.7241379310344828,86.36507010208054,84.90566037735849,5.018738023831475,True,69.76118679748853
OPEN2_1H_R1,23,-52,1201.0,52,5,0.0,132.1834,99.445,231.6284,False,정상,RSSI 변화 환경,84.90566037735849,0.9785714285714285,0.45977011494252873,76.11653947864853,84.90566037735849,4.530498448293783,True,61.76873607130822
OPEN2_1H_R1,24,-52,1201.0,35,4,0.0,161.1302,133.0922,294.2224,False,정상,RSSI 변화 환경,84.90566037735849,0.9857142857142858,0.6551724137931034,84.7199221302483,84.90566037735849,4.887856784207484,True,67.6186692485493
OPEN2_1H_R1,25,-53,1201.0,17,5,0.0,94.396,108.8673,203.26330000000002,False,정상,RSSI 변화 환경,83.01886792452831,0.9785714285714285,0.8620689655172413,92.975054521317,83.01886792452831,5.45591389466473,True,76.9177279329787
OPEN2_1H_R1,26,-53,1201.0,19,5,0.0,101.6257,104.3669,205.99259999999998,False,정상,RSSI 변화 환경,83.01886792452831,0.9785714285714285,0.8390804597701149,92.01171080459311,83.01886792452831,5.329883199402627,True,74.85461348602041
OPEN2_1H_R1,27,-52,1201.0,29,5,0.0,105.5727,89.243,194.8157,False,정상,RSSI 변화 환경,84.90566037735849,0.9785714285714285,0.7241379310344828,87.19499222097353,84.90566037735849,5.006221218530365,True,69.55628749265823
OPEN2_1H_R1,28,-51,1201.0,20,4,0.0,140.2359,74.7729,215.0088,False,정상,RSSI 변화 환경,86.79245283018868,0.9857142857142858,0.8275862068965517,91.94500000567766,86.79245283018868,5.420392863658792,True,76.33625091988444
OPEN2_1H_R1,29,-56,1201.0,39,4,0.0,68.6816,130.8442,199.5258,False,정상,RSSI 변화 환경,77.35849056603774,0.9857142857142858,0.6091954022988506,82.79323469680048,77.35849056603774,4.5600187027721635,True,62.25198075519711
OPEN2_1H_R1,30,-54,1201.0,37,11,0.0,96.8071,112.8729,209.68,False,정상,RSSI 변화 환경,81.13207547169812,0.9357142857142857,0.632183908045977,80.8518509973989,81.13207547169812,4.594648790597962,True,62.81887308523032
OPEN2_1H_R1,31,-53,1201.0,26,5,3.3333,149.6086,102.8044,252.413,False,정상,RSSI 변화 환경,83.01886792452831,0.9785714285714285,0.7586206896551724,88.64000779605941,83.01886792452831,4.962088905279528,True,68.83384433818593
OPEN2_1H_R1,32,-54,1201.0,25,9,0.0,35.7689,70.347,106.1159,False,정상,RSSI 변화 환경,81.13207547169812,0.95,0.7701149425287357,87.46183541663538,81.13207547169812,4.95294845264188,True,68.68421571121333
OPEN2_1H_R1,33,-52,1201.0,38,6,0.0,61.9018,89.5753,151.4771,False,정상,RSSI 변화 환경,84.90566037735849,0.9714285714285714,0.6206896551724138,82.44498443626942,84.90566037735849,4.707989408998738,True,64.6742517829637
OPEN2_1H_R1,34,-56,1201.0,25,9,0.0,30.6278,64.5924,95.2202,False,정상,RSSI 변화 환경,77.35849056603774,0.95,0.7701149425287357,87.46183541663538,77.35849056603774,4.859677197554593,True,67.15737121149581
OPEN2_1H_R1,35,-56,1201.0,29,9,0.0,65.887,83.5266,149.4136,False,정상,RSSI 변화 환경,77.35849056603774,0.95,0.7241379310344828,85.53514798318754,77.35849056603774,4.629875219799012,True,63.39552748555952
OPEN2_1H_R1,36,-51,1201.0,50,5,0.0,95.0168,78.0511,173.0679,False,정상,RSSI 변화 환경,86.79245283018868,0.9785714285714285,0.48275862068965514,77.07988319537245,86.79245283018868,4.435675069476013,True,60.216483405070896
OPEN2_1H_R1,37,-52,1201.0,53,8,0.0,79.2869,123.0053,202.2922,False,정상,RSSI 변화 환경,84.90566037735849,0.9571428571428572,0.4482758620689655,74.38998444194709,84.90566037735849,4.463211064497582,True,60.66724588814873
OPEN2_1H_R1,38,-52,1201.0,43,7,0.0,120.475,116.4957,236.9707,False,정상,RSSI 변화 환경,84.90566037735849,0.9642857142857143,0.5632183908045977,79.62166408501315,84.90566037735849,4.677297271239319,True,64.17182344447198
OPEN2_1H_R1,39,-55,1201.0,43,10,0.0,14.4332,24.6571,39.0903,False,정상,RSSI 변화 환경,79.24528301886792,0.9428571428571428,0.5632183908045977,78.37678090667364,79.24528301886792,4.496387923859094,True,61.21034896086518
OPEN2_1H_R1,40,-55,1201.0,38,5,0.0,94.8002,105.9829,200.7831,False,정상,RSSI 변화 환경,79.24528301886792,0.9785714285714285,0.6206896551724138,82.85994549571592,79.24528301886792,4.514801372971501,True,61.511775948974176
OPEN2_1H_R1,41,-53,1201.0,24,9,0.0,116.1233,94.4994,210.6227,False,정상,RSSI 변화 환경,83.01886792452831,0.95,0.7816091954022988,87.94350727499733,83.01886792452831,5.003956462696484,True,69.51921358403624
OPEN2_1H_R1,42,-51,1201.0,33,7,0.0,131.4265,112.7786,244.20510000000002,False,정상,RSSI 변화 환경,86.79245283018868,0.9642857142857143,0.6781609195402298,84.43838266863271,86.79245283018868,4.903710428837674,True,67.87819240047246
OPEN2_1H_R1,43,-52,1201.0,27,8,0.0,158.422,114.5468,272.9688,False,정상,RSSI 변화 환경,84.90566037735849,0.9571428571428572,0.7471264367816092,86.91345275935797,84.90566037735849,5.095898655175638,True,71.02430141358663
OPEN2_1H_R1,44,-51,1201.0,28,4,0.0,45.8783,119.0284,164.9067,False,정상,RSSI 변화 환경,86.79245283018868,0.9857142857142858,0.735632183908046,88.091625138782,86.79245283018868,5.148559842806282,True,71.88636169793891
OPEN2_1H_R1,45,-55,1201.0,27,12,0.0,83.5897,77.1191,160.7088,False,정상,RSSI 변화 환경,79.24528301886792,0.9285714285714286,0.7471264367816092,85.25360852157196,79.24528301886792,4.946236585484477,True,68.57434287372953
OPEN2_1H_R1,47,-59,1201.0,28,6,0.0,96.4676,134.9196,231.3872,False,정상,RSSI 변화 환경,71.69811320754717,0.9714285714285714,0.735632183908046,87.261703019889,71.69811320754717,4.542220312778722,True,61.960622245655436
OPEN2_1H_R1,48,-55,1201.0,29,9,0.0,104.7025,133.6428,238.3453,False,정상,RSSI 변화 환경,79.24528301886792,0.95,0.7241379310344828,85.53514798318754,79.24528301886792,4.582509475160228,True,62.620153265398436
OPEN2_1H_R1,49,-52,1201.0,21,4,0.0,44.6387,129.235,173.8737,False,정상,RSSI 변화 환경,84.90566037735849,0.9857142857142858,0.8160919540229885,91.46332814731569,84.90566037735849,5.092621133960792,True,70.97064860024224
OPEN2_1H_R1,50,-52,1201.0,12,8,0.0,113.1937,70.7292,183.92290000000003,False,정상,RSSI 변화 환경,84.90566037735849,0.9571428571428572,0.9195402298850575,94.13853063478732,84.90566037735849,5.691721919387386,True,80.77789026487933
OPEN2_1H_R1,52,-54,1201.0,28,6,0.0,129.7719,108.1673,237.93919999999997,False,정상,RSSI 변화 환경,81.13207547169812,0.9714285714285714,0.735632183908046,87.261703019889,81.13207547169812,4.900857345301526,True,67.83148760487036
OPEN2_1H_R1,53,-56,1201.0,16,11,0.0,132.016,137.4023,269.4183,False,정상,RSSI 변화 환경,77.35849056603774,0.9357142857142857,0.8735632183908046,90.96696002299998,77.35849056603774,5.206530246130403,True,72.83533350472983
OPEN2_1H_R1,54,-56,1201.0,16,11,0.0,59.5972,65.7859,125.3831,False,정상,RSSI 변화 환경,77.35849056603774,0.9357142857142857,0.8735632183908046,90.96696002299998,77.35849056603774,5.121708162078863,True,71.44680139623112
OPEN2_1H_R1,55,-53,1201.0,40,11,0.0,72.2049,100.3917,172.5966,False,정상,RSSI 변화 환경,83.01886792452831,0.9357142857142857,0.5977011494252873,79.40683542231302,83.01886792452831,4.489688803334286,True,61.10068478494437
OPEN2_1H_R1,56,-56,1201.0,18,4,0.0,118.8826,156.4005,275.2831,False,정상,RSSI 변화 환경,77.35849056603774,0.9857142857142858,0.8505747126436781,92.90834372240157,77.35849056603774,5.0581434710234685,True,70.40625145591623
OPEN2_1H_R1,57,-53,1201.0,20,7,0.0,126.4213,123.861,250.28230000000002,False,정상,RSSI 변화 환경,83.01886792452831,0.9642857142857143,0.8275862068965517,90.70011682733815,83.01886792452831,5.107709443238269,True,71.21764326123177
OPEN2_1H_R1,58,-55,1201.0,23,6,0.0,66.3681,116.6572,183.02530000000002,False,정상,RSSI 변화 환경,79.24528301886792,0.9714285714285714,0.7931034482758621,89.67006231169877,79.24528301886792,4.918143696890311,True,68.11446407837037
OPEN2_20M_R1,2,-54,1201.0,60,6,0.0,53.5872,126.0636,179.6508,True,혼잡,RSSI 변화 환경,81.13207547169812,0.9714285714285714,0.367816091954023,71.84820355230639,71.84820355230639,4.1627388227735675,True,55.748534446292794
OPEN2_20M_R1,3,-54,1201.0,27,6,0.0,49.6562,115.1831,164.83929999999998,False,정상,RSSI 변화 환경,81.13207547169812,0.9714285714285714,0.7471264367816092,87.74337487825095,81.13207547169812,4.8520568543222575,True,67.03262667858091
OPEN2_20M_R1,4,-57,1201.0,43,5,0.0,95.0826,77.9855,173.06810000000002,False,정상,RSSI 변화 환경,75.47169811320755,0.9785714285714285,0.5632183908045977,80.45158620390615,75.47169811320755,4.249040014581123,True,57.16127945446405
OPEN2_20M_R1,5,-54,1201.0,53,8,0.0,107.803,118.606,226.409,False,정상,RSSI 변화 환경,81.13207547169812,0.9571428571428572,0.4482758620689655,74.38998444194709,81.13207547169812,4.171424327312041,True,55.890715601884935
OPEN2_20M_R1,6,-54,1201.0,34,5,0.0,38.2072,101.6291,139.8363,False,정상,RSSI 변화 환경,81.13207547169812,0.9785714285714285,0.6666666666666667,84.78663292916376,81.13207547169812,4.601576509456613,True,62.93227940130296
OPEN2_20M_R1,7,-55,1201.0,52,9,0.0,89.6761,84.5298,174.20589999999999,False,정상,RSSI 변화 환경,79.24528301886792,0.95,0.45977011494252873,74.45669524086254,79.24528301886792,4.192649044479044,True,56.238162868828766
OPEN2_20M_R1,8,-58,1201.0,50,10,0.0,127.9131,106.0367,233.94979999999998,False,정상,RSSI 변화 환경,73.58490566037736,0.9428571428571428,0.48275862068965514,75.00507789813996,73.58490566037736,4.005740769493469,True,53.17848632275525
OPEN2_20M_R1,9,-59,1201.0,29,5,0.0,76.1272,78.2655,154.3927,False,정상,RSSI 변화 환경,71.69811320754717,0.9785714285714285,0.7241379310344828,87.19499222097353,71.69811320754717,4.303591320075208,True,58.05428084774547
OPEN2_20M_R1,10,-57,1201.0,30,6,0.0,96.7229,86.7241,183.447,False,정상,RSSI 변화 환경,75.47169811320755,0.9714285714285714,0.7126436781609196,86.29835930316509,75.47169811320755,4.3251452401614765,True,58.407117145490915
OPEN2_20M_R1,11,-57,1201.0,31,3,0.0,88.9189,111.0962,200.0151,False,정상,RSSI 변화 환경,75.47169811320755,0.9928571428571429,0.7011494252873562,87.06157062314263,75.47169811320755,4.313952503708889,True,58.22389276330128
OPEN2_20M_R1,12,-56,1201.0,21,6,0.0,64.8951,118.8069,183.702,False,정상,RSSI 변화 환경,77.35849056603774,0.9714285714285714,0.8160919540229885,90.63340602842268,77.35849056603774,4.72088661540858,True,64.88537822969327
OPEN2_20M_R1,13,-55,1201.0,20,9,0.0,125.0849,124.41,249.4949,False,정상,RSSI 변화 환경,79.24528301886792,0.95,0.8275862068965517,89.87019470844515,79.24528301886792,4.875601555467266,True,67.41805193534523
OPEN2_20M_R1,14,-52,1201.0,17,4,0.0,52.4809,76.0285,128.5094,False,정상,RSSI 변화 환경,84.90566037735849,0.9857142857142858,0.8620689655172413,93.39001558076352,84.90566037735849,5.275232415493898,True,73.95998363743304
